timestamp,timestamp_ns,rtt_ms,ttl,bytes,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 18:20:13.347,1781194813347994000,511.936000,64,64,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:14.352,1781194814353075000,903.419000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:15.444,1781194815444067000,67.709000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:16.449,1781194816449383000,363.117000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:17.454,1781194817454457000,288.353000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:18.459,1781194818459573000,454.976000,64,64,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:19.464,1781194819464682000,70.398000,64,64,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:20.469,1781194820469766000,13.522000,64,64,-36,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:21.474,1781194821474724000,337.080000,64,64,-36,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:22.479,1781194822479867000,216.613000,64,64,-37,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:23.484,1781194823485019000,177.387000,64,64,-36,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:24.489,1781194824490009000,83.628000,64,64,-36,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:25.494,1781194825495129000,149.663000,64,64,-37,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:26.499,1781194826500227000,545.398000,64,64,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:27.505,1781194827505340000,75.620000,64,64,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:28.510,1781194828510383000,183.447000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:29.515,1781194829515389000,588.112000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:30.520,1781194830520527000,285.785000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:31.525,1781194831525631000,309.235000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:32.530,1781194832530665000,331.800000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:33.535,1781194833535749000,267.296000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:34.540,1781194834540867000,262.529000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:35.545,1781194835545968000,214.050000,64,64,-37,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:36.550,1781194836551015000,270.599000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:37.555,1781194837556107000,3.294000,64,64,-41,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:38.560,1781194838561114000,3.312000,64,64,-43,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:39.562,1781194839562786000,206.028000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:40.567,1781194840567893000,324.909000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:41.572,1781194841572885000,172.835000,64,64,-34,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:42.577,1781194842578017000,1044.415000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:43.835,1781194843835179000,72.689000,64,64,-40,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:44.840,1781194844840445000,70.220000,64,64,-39,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:45.845,1781194845845439000,240.897000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:46.850,1781194846850610000,471.694000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
